"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Births
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"May"	"5"			40375
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"June"	"6"	"Female"	"F"	19235
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"June"	"6"	"Male"	"M"	20642
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"June"	"6"			39877
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"July"	"7"	"Female"	"F"	20868
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"July"	"7"	"Male"	"M"	22248
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"July"	"7"			43116
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"August"	"8"	"Female"	"F"	21390
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"August"	"8"	"Male"	"M"	22337
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"August"	"8"			43727
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"September"	"9"	"Female"	"F"	21169
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"September"	"9"	"Male"	"M"	22400
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"September"	"9"			43569
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"October"	"10"	"Female"	"F"	20566
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"October"	"10"	"Male"	"M"	21431
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"October"	"10"			41997
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"November"	"11"	"Female"	"F"	19677
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"November"	"11"	"Male"	"M"	20057
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"November"	"11"			39734
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"December"	"12"	"Female"	"F"	19974
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"December"	"12"	"Male"	"M"	21026
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"	"December"	"12"			41000
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2015"	"2015"					491748
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"January"	"1"	"Female"	"F"	19115
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"January"	"1"	"Male"	"M"	20235
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"January"	"1"			39350
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"February"	"2"	"Female"	"F"	18489
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"February"	"2"	"Male"	"M"	19305
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"February"	"2"			37794
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"March"	"3"	"Female"	"F"	20017
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"March"	"3"	"Male"	"M"	20857
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"March"	"3"			40874
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"April"	"4"	"Female"	"F"	18831
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"April"	"4"	"Male"	"M"	19793
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"April"	"4"			38624
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"May"	"5"	"Female"	"F"	19063
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"May"	"5"	"Male"	"M"	20501
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"May"	"5"			39564
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"June"	"6"	"Female"	"F"	19326
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"June"	"6"	"Male"	"M"	20448
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"June"	"6"			39774
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"July"	"7"	"Female"	"F"	20071
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"July"	"7"	"Male"	"M"	20988
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"July"	"7"			41059
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"August"	"8"	"Female"	"F"	21922
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"August"	"8"	"Male"	"M"	23111
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"August"	"8"			45033
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"September"	"9"	"Female"	"F"	21693
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"September"	"9"	"Male"	"M"	22529
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"September"	"9"			44222
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"October"	"10"	"Female"	"F"	20556
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"October"	"10"	"Male"	"M"	21691
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"October"	"10"			42247
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"November"	"11"	"Female"	"F"	19492
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"November"	"11"	"Male"	"M"	20440
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"November"	"11"			39932
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"December"	"12"	"Female"	"F"	19833
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"December"	"12"	"Male"	"M"	20521
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"	"December"	"12"			40354
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2016"	"2016"					488827
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"January"	"1"	"Female"	"F"	19158
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"January"	"1"	"Male"	"M"	20204
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"January"	"1"			39362
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"February"	"2"	"Female"	"F"	17528
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"February"	"2"	"Male"	"M"	18474
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"February"	"2"			36002
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"March"	"3"	"Female"	"F"	19155
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"March"	"3"	"Male"	"M"	19978
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"March"	"3"			39133
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"April"	"4"	"Female"	"F"	18009
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"April"	"4"	"Male"	"M"	18965
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"April"	"4"			36974
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"May"	"5"	"Female"	"F"	19187
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"May"	"5"	"Male"	"M"	20213
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"May"	"5"			39400
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"June"	"6"	"Female"	"F"	18904
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"June"	"6"	"Male"	"M"	20051
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"June"	"6"			38955
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"July"	"7"	"Female"	"F"	19629
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"July"	"7"	"Male"	"M"	20846
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"July"	"7"			40475
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"August"	"8"	"Female"	"F"	20554
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"August"	"8"	"Male"	"M"	21677
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"August"	"8"			42231
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"September"	"9"	"Female"	"F"	20201
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"September"	"9"	"Male"	"M"	21274
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"September"	"9"			41475
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"October"	"10"	"Female"	"F"	19837
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"October"	"10"	"Male"	"M"	20573
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"October"	"10"			40410
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"November"	"11"	"Female"	"F"	18866
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"November"	"11"	"Male"	"M"	19948
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"November"	"11"			38814
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"December"	"12"	"Female"	"F"	18732
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"December"	"12"	"Male"	"M"	19695
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"	"December"	"12"			38427
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"2017"	"2017"					471658
"Total"	"Census Region 4: West"	"CENS-R4"	"California"	"06"							5611103
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"January"	"1"	"Female"	"F"	734
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"January"	"1"	"Male"	"M"	798
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"January"	"1"			1532
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"February"	"2"	"Female"	"F"	714
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"February"	"2"	"Male"	"M"	756
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"February"	"2"			1470
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"March"	"3"	"Female"	"F"	815
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"March"	"3"	"Male"	"M"	869
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"March"	"3"			1684
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"April"	"4"	"Female"	"F"	734
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"April"	"4"	"Male"	"M"	803
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"April"	"4"			1537
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"May"	"5"	"Female"	"F"	758
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"May"	"5"	"Male"	"M"	778
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"May"	"5"			1536
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"June"	"6"	"Female"	"F"	796
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"June"	"6"	"Male"	"M"	786
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"June"	"6"			1582
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"July"	"7"	"Female"	"F"	780
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"July"	"7"	"Male"	"M"	793
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"July"	"7"			1573
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"August"	"8"	"Female"	"F"	796
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"August"	"8"	"Male"	"M"	920
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"August"	"8"			1716
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"September"	"9"	"Female"	"F"	832
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"September"	"9"	"Male"	"M"	859
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"September"	"9"			1691
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"October"	"10"	"Female"	"F"	816
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"October"	"10"	"Male"	"M"	854
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"October"	"10"			1670
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"November"	"11"	"Female"	"F"	719
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"November"	"11"	"Male"	"M"	824
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"November"	"11"			1543
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"December"	"12"	"Female"	"F"	782
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"December"	"12"	"Male"	"M"	818
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"	"December"	"12"			1600
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2007"	"2007"					19134
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"January"	"1"	"Female"	"F"	801
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"January"	"1"	"Male"	"M"	806
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"January"	"1"			1607
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"February"	"2"	"Female"	"F"	701
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"February"	"2"	"Male"	"M"	785
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"February"	"2"			1486
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"March"	"3"	"Female"	"F"	765
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"March"	"3"	"Male"	"M"	841
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"March"	"3"			1606
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"April"	"4"	"Female"	"F"	747
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"April"	"4"	"Male"	"M"	815
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"April"	"4"			1562
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"May"	"5"	"Female"	"F"	752
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"May"	"5"	"Male"	"M"	808
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"May"	"5"			1560
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"June"	"6"	"Female"	"F"	792
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"June"	"6"	"Male"	"M"	813
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"June"	"6"			1605
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"July"	"7"	"Female"	"F"	826
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"July"	"7"	"Male"	"M"	858
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"July"	"7"			1684
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"August"	"8"	"Female"	"F"	804
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"August"	"8"	"Male"	"M"	883
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"August"	"8"			1687
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"September"	"9"	"Female"	"F"	877
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"September"	"9"	"Male"	"M"	899
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"September"	"9"			1776
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"October"	"10"	"Female"	"F"	827
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"October"	"10"	"Male"	"M"	880
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"October"	"10"			1707
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"November"	"11"	"Female"	"F"	708
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"November"	"11"	"Male"	"M"	836
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"November"	"11"			1544
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"December"	"12"	"Female"	"F"	797
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"December"	"12"	"Male"	"M"	863
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"	"December"	"12"			1660
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2008"	"2008"					19484
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"January"	"1"	"Female"	"F"	824
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"January"	"1"	"Male"	"M"	817
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"January"	"1"			1641
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"February"	"2"	"Female"	"F"	740
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"February"	"2"	"Male"	"M"	746
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"February"	"2"			1486
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"March"	"3"	"Female"	"F"	752
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"March"	"3"	"Male"	"M"	839
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"March"	"3"			1591
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"April"	"4"	"Female"	"F"	744
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"April"	"4"	"Male"	"M"	828
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"April"	"4"			1572
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"May"	"5"	"Female"	"F"	785
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"May"	"5"	"Male"	"M"	786
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"May"	"5"			1571
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"June"	"6"	"Female"	"F"	716
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"June"	"6"	"Male"	"M"	785
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"June"	"6"			1501
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"July"	"7"	"Female"	"F"	783
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"July"	"7"	"Male"	"M"	799
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"July"	"7"			1582
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"August"	"8"	"Female"	"F"	725
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"August"	"8"	"Male"	"M"	813
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"August"	"8"			1538
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"September"	"9"	"Female"	"F"	829
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"September"	"9"	"Male"	"M"	850
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"September"	"9"			1679
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"October"	"10"	"Female"	"F"	815
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"October"	"10"	"Male"	"M"	801
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"October"	"10"			1616
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"November"	"11"	"Female"	"F"	711
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"November"	"11"	"Male"	"M"	807
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"November"	"11"			1518
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"December"	"12"	"Female"	"F"	791
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"December"	"12"	"Male"	"M"	801
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"	"December"	"12"			1592
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2009"	"2009"					18887
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"January"	"1"	"Female"	"F"	765
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"January"	"1"	"Male"	"M"	809
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"January"	"1"			1574
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"February"	"2"	"Female"	"F"	671
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"February"	"2"	"Male"	"M"	721
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"February"	"2"			1392
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"March"	"3"	"Female"	"F"	747
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"March"	"3"	"Male"	"M"	800
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"March"	"3"			1547
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"April"	"4"	"Female"	"F"	715
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"April"	"4"	"Male"	"M"	766
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"April"	"4"			1481
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"May"	"5"	"Female"	"F"	723
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"May"	"5"	"Male"	"M"	843
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"May"	"5"			1566
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"June"	"6"	"Female"	"F"	761
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"June"	"6"	"Male"	"M"	831
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"June"	"6"			1592
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"July"	"7"	"Female"	"F"	790
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"July"	"7"	"Male"	"M"	821
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"July"	"7"			1611
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"August"	"8"	"Female"	"F"	760
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"August"	"8"	"Male"	"M"	867
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"August"	"8"			1627
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"September"	"9"	"Female"	"F"	781
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"September"	"9"	"Male"	"M"	880
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"September"	"9"			1661
